No.,캠퍼스,과목명,개설학과,대표강사,강의실 / 강의시간
286,서울,국제금융론,경영경제대학지식경영학부,허준영,"310관 311호 <강의실> 토8,9,10"
287,서울,국제금융론,경영경제대학지식경영학부,신우용,"310관 722호 <강의실> 금11,12,13"
288,서울,국제금융론,경영경제대학지식경영학부,신우용,"310관 310호 <강의실> 수11,12,13"
289,서울,국제금융론,경영경제대학지식경영학부,오경희,"310관 505호 <강의실> 토1,2,3"
290,서울,국제무역론,경영경제대학경제학부(서울),이종철,310관 921호 <강의실> 화(10:30~11:45) / 목(10:30~11:45)
291,서울,국제무역론,경영경제대학경제학부(서울),이한영,310관 928호 <강의실> 화(16:30~17:45) / 목(16:30~17:45)
292,서울,국제물류론,경영경제대학국제물류 학과,박근식,"310관 505호 (월10:30~11:45, 수10:30~11:45)"
293,서울,국제물류론,경영경제대학국제물류 학과,제관추,310관 505호 <강의실> 월(09:00~10:15) / 수(09:00~10:15)
294,서울,국제물류정보론,경영경제대학국제물류 학과,이승원,"310관 818호 <강의실> 금10,11,12"
295,서울,국제상거래법,경영경제대학국제물류 학과,신호근,"310관 310호 <강의실> 금7,8,9"
296,서울,국제상학,경영경제대학경영학부(서울),이용근,310관 922호 <강의실> 월(15:00~16:15) / 수(15:00~16:15)
297,서울,국제상학,경영경제대학경영학부(서울),박정희,"310관 928호 <강의실> 화4,5,6"
298,서울,국제상학,경영경제대학경영학부(서울),박정희,"310관 605호 <강의실> 화7,8,9"
299,서울,국제상학,경영경제대학경영학부(서울),김선철,"310관 412호 <강의실> 금4,5,6"
300,서울,국제상학,경영경제대학경영학부(서울),김선철,"310관 412호 <강의실> 금7,8,9"
301,서울,국제상학연구,대학원무역물류학과.,이용근,"310관 901호 <첨단강의실> 화7,8,9"
302,서울,국제운송론,경영경제대학경영학부(서울),박호신,"310관 927호 <강의실> 금7,8,9"
303,서울,국제운송론,경영경제대학경영학부(서울),오승철,"310관 305호 <강의실> 월1,2,3"
304,서울,국제운송론,경영경제대학경영학부(서울),오승철,"310관 818호 <강의실> 화1,2,3"
305,서울,국제재무관리,경영경제대학경영학부(서울),김동순,310관 803호 <강의실> 월(15:00~16:15) / 수(15:00~16:15)
306,서울,글로벌 공급사슬관리,경영경제대학국제물류 학과,하영목,"310관 412호 (월10:30~11:45, 수10:30~11:45)"
307,서울,글로벌경영,경영전문대학원CAU-Leader MBA,최창범,310관 902호 <첨단강의실> 토(09:00~10:15) / 토(10:30~11:45)
308,서울,글로벌물류활동,대학(전체),박근식,"310관 801호 <강의실> 금5,6"
309,서울,글쓰기,대학(전체),박죽심,"310관 622호 <강의실> 월1,2"
310,서울,글쓰기,대학(전체),노석영,"310관 619호 <강의실> 월1,2"
311,서울,글쓰기,대학(전체),최석화,"310관 617호 <강의실> 월3,4"
312,서울,글쓰기,대학(전체),노석영,"310관 619호 <강의실> 월3,4"
313,서울,글쓰기,대학(전체),박죽심,"310관 321호 <강의실> 월3,4"
314,서울,글쓰기,대학(전체),신현규,"310관 619호 <강의실> 월5,6"
315,서울,글쓰기,대학(전체),강유진,"310관 727호 <강의실> 월5,6"
316,서울,글쓰기,대학(전체),최석화,"310관 728호 <강의실> 월5,6"
317,서울,글쓰기,대학(전체),신현규,"310관 728호 <강의실> 월7,8"
318,서울,글쓰기,대학(전체),김미선,"310관 620호 <강의실> 월7,8"
319,서울,글쓰기,대학(전체),강유진,"310관 620호 <강의실> 수5,6"
320,서울,글쓰기,대학(전체),김미선,"310관 523호 <강의실> 수3,4"
321,서울,글쓰기,대학(전체),공현진,"310관 312호 <강의실> 수3,4"
322,서울,글쓰기,대학(전체),박죽심,"310관 414호 <강의실> 수1,2"
323,서울,글쓰기,대학(전체),공현진,"310관 321호 <강의실> 수1,2"
324,서울,글쓰기,대학(전체),신현규,"310관 521호 <강의실> 화3,4"
325,서울,글쓰기,대학(전체),이성우,"310관 420호 <강의실> 화3,4"
326,서울,글쓰기,대학(전체),이성우,"310관 414호 <강의실> 화5,6"
327,서울,글쓰기,대학(전체),신현규,"310관 523호 <강의실> 화5,6"
328,서울,글쓰기,대학(전체),최유숙,"310관 420호 <강의실> 목5,6"
329,서울,글쓰기,대학(전체),김낙현,"310관 523호 <강의실> 목5,6"
330,서울,글쓰기,대학(전체),김미선,"310관 414호 <강의실> 목5,6"
331,서울,글쓰기,대학(전체),최유숙,"310관 517호 <강의실> 목7,8"
332,서울,글쓰기,대학(전체),김낙현,"310관 418호 <강의실> 목7,8"
333,서울,글쓰기,대학(전체),류찬열,"310관 612호 <강의실> 토8,9"
334,서울,글쓰기,대학(전체),한승우,"310관 611호 <강의실> 토8,9"
335,서울,글쓰기,대학(전체),최유숙,"310관 721호 <강의실> 토8,9"
336,서울,글쓰기,대학(전체),류찬열,"310관 612호 <강의실> 토10,11"
337,서울,글쓰기,대학(전체),한승우,"310관 611호 <강의실> 토10,11"
338,서울,글쓰기,대학(전체),최유숙,"310관 721호 <강의실> 토10,11"
339,서울,금융기계학습,대학(전체)금융공학융합전공,유시용,310관 932호 <강의실> 월(15:00~16:15) / 수(15:00~16:15)
340,서울,금융산업의 이해와 규제준수,보안대학원산업융합보안학과,조성인,310관 801호 <강의실> 토(14:30~15:50)
341,서울,금융수학,경영경제대학경영학부(서울),정태규,"310관 704호 <강의실> 월7,8,9"
342,서울,기계요소설계,공과대학기계공학부,오세훈,"310관 514호 <강의실> 화6 / 목5,6"
343,서울,기계요소설계,공과대학기계공학부,이상민,"310관 520호 <강의실> 화6 / 목5,6"
344,서울,기계요소설계,공과대학기계공학부,이영석,"310관 519호 <강의실> 화6 / 목5,6"
345,서울,기계진동,공과대학기계공학부,남우철,"310관 514호 <강의실> / 520호 <강의실> 월5 / 수5,6"
346,서울,기계진동,공과대학기계공학부,석종원,"310관 518호 <강의실> 월5,6 / 수5"
347,서울,기계진동,공과대학기계공학부,이재응,"310관 519호 <강의실> 월6 / 수5,6"
348,서울,기술경영과 보호,경영경제대학산업보안학과,이재균,"310관 601호 <강의실> 목7,8,9"
349,서울,기업가정신과 창업트렌드,경영경제대학지식경영학부,김진수,"310관 920호 <강의실> 수11,12,13"
350,서울,기업가정신과 창업트렌드,경영경제대학지식경영학부,허제인,"310관 921호 <강의실> 화11,12,13"
351,서울,기업가정신과 창업트렌드,경영경제대학지식경영학부,허제인,"310관 505호 <강의실> 토5,6,7"
352,서울,기업경영과진로탐색,대학(전체),연정흠,"310관 B601호 <대형강의실> 금3,4"
353,서울,기업직무적성검사분석,대학(전체),인재개발원,"310관 B501호 <대형강의실> 목5,6"
354,서울,기업투자가치분석,경영전문대학원CAU-Leader MBA,박선영,310관 902호 <첨단강의실> 토(15:00~16:15) / 토(16:30~17:45)
355,서울,기업홍보론,경영경제대학광고홍보학과,성민정,310관 921호 <강의실> 월(10:30~11:45) / 수(10:30~11:45)
356,서울,기업홍보론,경영경제대학광고홍보학과,정상국,"310관 921호 <강의실> 금7,8,9"
357,서울,기초공학,공과대학사회기반시스템공학부,조성호,"310관 316호 <강의실> 수0,1,2"
358,서울,기초물리학,소프트웨어대학소프트웨어학부,정태성,"310관 723호 (금1,2)"
359,서울,기초미분적분학,공과대학기계공학부,임지현,"310관 517호 <강의실> 금1,2"
360,서울,기초측량학,공과대학사회기반시스템공학부,조윤호,"310관 418호 <강의실> 화1,2"
361,서울,기초측량학,공과대학사회기반시스템공학부,조윤호,"310관 418호 <강의실> 화5,6"
362,서울,기초측량학연습,공과대학사회기반시스템공학부,조윤호,"310관 418호 <강의실> 금3,4"
363,서울,기초측량학연습,공과대학사회기반시스템공학부,조윤호,"310관 418호 <강의실> 금5,6"
364,서울,기초측량학연습,공과대학사회기반시스템공학부,조윤호,"310관 418호 <강의실> 금7,8"
365,서울,기초컴퓨터프로그래밍,창의ICT공과대학융합공학부,권금철,310관 B210호  수(09:00~10:15) / 금(09:00~10:15)
366,서울,기초컴퓨터프로그래밍,창의ICT공과대학전자전기공학부,홍철호,"310관 B309호 <전자전기공학부 PC강의실> 화5,6 / 목5"
367,서울,기초컴퓨터프로그래밍,창의ICT공과대학융합공학부,권금철,310관 B210호  월(10:30~11:45) / 수(10:30~11:45)
368,서울,기초컴퓨터프로그래밍,창의ICT공과대학전자전기공학부,노종석,"310관 B309호 <전자전기공학부 PC강의실> 월6 / 수5,6"
369,서울,기초컴퓨터프로그래밍,소프트웨어대학소프트웨어학부,김상욱,"310관 B311호  화7,8,9"
370,서울,기초컴퓨터프로그래밍,소프트웨어대학소프트웨어학부,이남규,"310관 620호 <강의실> / B310호  화3,4 / 목3"
371,서울,기초컴퓨터프로그래밍,소프트웨어대학소프트웨어학부,이예솜,"310관 B310호  수7,8,9"
372,서울,기초컴퓨터프로그래밍,소프트웨어대학소프트웨어학부,김상욱,"310관 B311호  목9,10,11"
373,서울,기초컴퓨터프로그래밍,소프트웨어대학소프트웨어학부,김승태,"310관 B311호  수10,11,12"
374,서울,기초통계학(1),경영경제대학응용통계학과,김영화,310관 602호 <강의실> 화(15:00~16:15) / 목(15:00~16:15)
375,서울,기초통계학(1),경영경제대학응용통계학과,최민재,"310관 702호 <강의실> 금4,5,6"
376,서울,나노공학개론(2),창의ICT공과대학융합공학부,백태종,310관 618호 <강의실> 월(16:30~17:45) / 수(16:30~17:45)
377,서울,나노융합종합설계,창의ICT공과대학융합공학부,표성규,"310관 618호 <강의실> 금1,2,3,4,5,6"
378,서울,나노융합종합설계,창의ICT공과대학융합공학부,표성규,"310관 731호 <강의실> 목1,2,3,4,5,6"
379,서울,나노재료설계,공과대학화학신소재공학부,이종휘,"310관 315호 <강의실> 화3,4 / 목3"
380,서울,나노재료설계,공과대학화학신소재공학부,이종휘,"310관 315호 <강의실> 화6 / 목5,6"
381,서울,내몸의구조와기능,대학(전체),송진호,"310관 927호 <강의실> 토1,2,3"
382,서울,내안의우주: 인체구조와기능,대학(전체),이무열,310관 B501호 <대형강의실> 월2
383,서울,냉동및공조설계,공과대학기계공학부,김동규,"310관 417호 <강의실> 화6 / 목5,6"
384,서울,네트워크응용설계,소프트웨어대학소프트웨어학부,백정엽,"310관 728호 <강의실> 목7,8,9"
385,서울,네트워크응용설계,소프트웨어대학소프트웨어학부,백정엽,"310관 622호 <강의실> 금7,8,9"
386,서울,노동경제학,경영경제대학경제학부(서울),허식,310관 920호 <강의실> 월(15:00~16:15) / 수(15:00~16:15)
387,서울,노동경제학,경영경제대학경제학부(서울),강창희,310관 722호 <강의실> 화(15:00~16:15) / 목(15:00~16:15)
388,서울,다빈치스포츠,대학(전체),정우영,"310관 721호 <강의실> 화11,12,13"
389,서울,다빈치예술여행,대학(전체),조규연,"310관 B603호 <대형강의실> 월4,5,6"
390,서울,다빈치예술여행,대학(전체),최정현,"310관 B602호 <대형강의실> 목7,8,9"
391,서울,다빈치예술여행,대학(전체),신혜조,"310관 B603호 <대형강의실> 금1,2,3"
392,서울,다빈치예술여행,대학(전체),신혜조,"310관 B502호 <대형강의실> 금7,8,9"
393,서울,다빈치예술여행,대학(전체),최정현,"310관 B502호 <대형강의실> 목1,2,3"
394,서울,다빈치예술여행,대학(전체),조규연,"310관 B603호 <대형강의실> 월1,2,3"
395,서울,다상유체역학,대학원기계공학과,이형순,"310관 422호 <강의실> 화7,8,9"
396,서울,단지계획,공과대학사회기반시스템공학부,이정우,"310관 321호 <강의실> 수7,8,9"
397,서울,대중문화와패션,대학(전체),김세나,"310관 316호 <강의실> 토9,10"
398,서울,대학한문,대학(전체),정숙인,"310관 B602호 <대형강의실> 화1,2,3"
399,서울,대학한문,대학(전체),정숙인,"310관 B602호 <대형강의실> 화4,5,6"
400,서울,데이타베이스 시스템,소프트웨어대학소프트웨어학부,강현철,"310관 727호 <강의실> 화7,8,9"
401,서울,데이터마이닝(1),경영경제대학응용통계학과,김원국,310관 701호 <강의실> 월(16:30~17:45) / 수(16:30~17:45)
402,서울,도시계량분석,공과대학사회기반시스템공학부,손기민,"310관 321호 <강의실> 수3 / 금3,4"
403,서울,도시관계법규,공과대학사회기반시스템공학부,김찬호,"310관 321호 <강의실> 화1 / 목1,2"
404,서울,도시론,공과대학사회기반시스템공학부,김찬호,"310관 321호 <강의실> 화3,4 / 목3"
405,서울,동역학,공과대학에너지시스템 공학부,오기용,310관 419호 <강의실> 월(12:00~13:15) / 수(12:00~13:15)
406,서울,동역학,공과대학기계공학부,석종원,"310관 517호 <강의실> 월7,8 / 수7"
407,서울,동역학,공과대학기계공학부,이재응,"310관 518호 <강의실> 월7,8 / 수7"
408,서울,동역학,공과대학기계공학부,장승환,"310관 514호 <강의실> 월7,8 / 수7"
409,서울,동역학,공과대학기계공학부,김도석,"310관 514호 <강의실> 화9,10,11"
410,서울,디스플레이재료및공학,창의ICT공과대학융합공학부,손형빈,"310관 618호 <강의실> 금7,8,9"
411,서울,디자인과 감성적사고,창의ICT공과대학융합교양학부,이민하,"310관 618호 <강의실> 목3,4"
412,서울,디자인적사고와문제해결,대학(전체),이현정,"310관 518호 <강의실> 월3,4"
413,서울,디자인적사고와문제해결,대학(전체),이민하,"310관 727호 <강의실> 월3,4"
414,서울,디자인적사고와문제해결,대학(전체),한진영,"310관 417호 <강의실> 월1,2"
415,서울,디자인적사고와문제해결,대학(전체),이현정,"310관 518호 <강의실> 화1,2"
416,서울,디자인적사고와문제해결,대학(전체),한진영,"310관 728호 <강의실> 목5,6"
417,서울,디자인적사고와문제해결,대학(전체),이민하,"310관 518호 <강의실> 목5,6"
418,서울,디자인적사고와문제해결,대학(전체),이현정,"310관 518호 <강의실> 화5,6"
419,서울,디자인적사고와문제해결,대학(전체),한진영,"310관 517호 <강의실> 화7,8"
420,서울,디자인적사고와문제해결,대학(전체),이수진,"310관 518호 <강의실> 화7,8"
421,서울,디지털 비즈니스와 보안,경영경제대학산업보안학과,김정덕,"310관 310호 <강의실> 화1,2,3"
422,서울,디지털 영상처리,창의ICT공과대학전자전기공학부,유성욱,"310관 617호 <강의실> / 723호 <강의실> 금7,8 / 수7"
423,서울,디지털게임과문화,대학(전체),이민하,"310관 514호 <강의실> 화1,2,3"
424,서울,디지털사운드디자인,예술대학공연영상창작학부,정지훈,"310관 B311호  수7,8,9"
425,서울,디지털시대의공감,대학(전체),이현정,"310관 B601호 <대형강의실> 목1,2,3"
426,서울,디지털시스템설계,창의ICT공과대학전자전기공학부,이우주,"310관 723호 <강의실> 월1,2 / 수2"
427,서울,디지털신호처리,창의ICT공과대학전자전기공학부,박수현,"310관 613호 <강의실> / 616호 <강의실> 수2 / 금1,2"
428,서울,디지털애널리틱스,경영경제대학광고홍보학과,김유승,"310관 501호 <광고홍보학과 실습실> 금4,5,6"
429,서울,디지털이미징개론,창의ICT공과대학융합공학부,유리나,"310관 731호 <강의실> 월7,8,9"
430,서울,디지털커뮤니케이션과콘텐츠,대학(전체),도선재,"310관 B601호 <대형강의실> 월7,8,9"
431,서울,롯데글로벌로지스 물류혁신,경영경제대학국제물류 학과,백승기,"310관 818호 <강의실> 금7,8,9"
432,서울,리더십,경영경제대학지식경영학부,이종건,"310관 605호 <강의실> 목11,12,13"
433,서울,리더십,경영경제대학경영학부(서울),전병준,"310관 926호 <강의실> 금7,8,9"
434,서울,리더십,경영경제대학지식경영학부,박찬균,"310관 818호 <강의실> 화11,12,13"
435,서울,리더십,경영경제대학경영학부(서울),황성주,310관 722호 <강의실> 화(13:30~14:45) / 목(13:30~14:45)
436,서울,리더십,경영경제대학경영학부(서울),이종건,"310관 926호 <강의실> 목7,8,9"
437,서울,리더십,경영경제대학지식경영학부,박찬균,"310관 721호 <강의실> 토5,6,7"
438,서울,리더십,경영경제대학지식경영학부,정경균,"310관 819호 <강의실> 월11,12,13"
439,서울,마이크로컴퓨터시스템,창의ICT공과대학전자전기공학부,홍철호,"310관 B309호 <전자전기공학부 PC강의실> 금6,7,8"
440,서울,마케팅,경영경제대학지식경영학부,최인혁,"310관 305호 <강의실> 금11,12,13"
441,서울,마케팅,경영경제대학경영학부(서울),남인우,310관 932호 <강의실> 화(13:30~14:45) / 목(13:30~14:45)
442,서울,마케팅,경영경제대학지식경영학부,서현석,"310관 305호 <강의실> 월11,12,13"
443,서울,마케팅,경영경제대학경영학부(서울),남인우,310관 932호 <강의실> 화(15:00~16:15) / 목(15:00~16:15)
444,서울,마케팅,경영경제대학지식경영학부,김현철,"310관 505호 <강의실> 화11,12,13"
445,서울,마케팅,경영경제대학경영학부(서울),이진용,310관 601호 <강의실> 월(15:00~16:15) / 수(15:00~16:15)
446,서울,마케팅,경영경제대학지식경영학부,최진숙,"310관 310호 <강의실> 토5,6,7"
447,서울,마케팅,경영경제대학경영학부(서울),이진용,310관 601호 <강의실> 월(13:30~14:45) / 수(13:30~14:45)
448,서울,마케팅,경영경제대학경영학부(서울),서현석,310관 602호 <강의실> 화(16:30~17:45) / 목(16:30~17:45)
449,서울,마케팅,경영경제대학경영학부(서울),정헌배,"310관 921호 <강의실> 금4,5,6"
450,서울,마케팅,경영경제대학경영학부(서울),최인혁,"310관 922호 <강의실> 금4,5,6"
451,서울,마케팅,경영경제대학경영학부(서울),이일한,310관 926호 <강의실> 월(13:30~14:45) / 수(13:30~14:45)
452,서울,마케팅,경영전문대학원CAU-Leader MBA,서현석,310관 901호 <첨단강의실> 토(15:00~16:15) / 토(16:30~17:45)
453,서울,마케팅관리론,대학원경영학과,서현석,"310관 903호 <첨단강의실> 금7,8,9"
454,서울,마케팅리서치,대학원경영학과,이진용,"310관 902호 <첨단강의실> 화7,8,9"
455,서울,마케팅조사론,경영전문대학원CAU-Leader MBA,안대용,310관 607호 <컴퓨터실습실-1> 목(19:00~20:15) / 목(20:30~21:45)
456,서울,머신러닝,소프트웨어대학소프트웨어학부,홍병우,"310관 727호 <강의실> 금4,5,6"
457,서울,머신러닝,소프트웨어대학소프트웨어학부,홍병우,"310관 312호 <강의실> 금7,8,9"
458,서울,멀티코어컴퓨팅,소프트웨어대학소프트웨어학부,손봉수,"310관 622호 <강의실> / 727호 <강의실> 화5,6 / 목6"
459,서울,모션과 타이밍 스튜디오,대학(전체)게임·인터렉티브미디어융합전공,김탁훈,"310관 513호 <강의실> 월10,11,12"
460,서울,무기재료공학,창의ICT공과대학융합공학부,백태종,310관 618호 <강의실> 월(12:00~13:15) / 수(12:00~13:15)
461,서울,무역결제론,경영경제대학경영학부(서울),주혜영,"310관 818호 (금1,2,3)"
462,서울,무역결제론,경영경제대학경영학부(서울),주혜영,"310관 605호 (금7,8,9)"
463,서울,문학의세계,대학(전체),김낙현,"310관 420호 <강의실> 금4,5,6"
464,서울,문화콘텐츠입문,대학(전체),조혜정,"310관 B502호 <대형강의실> 수5,6"
465,서울,물류기초(1),경영경제대학국제물류 학과,셀리마틴,"310관 605호 <강의실> 수4,5,6"
466,서울,물류기초(1),경영경제대학국제물류 학과,제관추,"310관 603호 <강의실> 수4,5,6"
467,서울,물류시스템과 공급사슬관리,경영경제대학국제물류 학과,제관추,310관 513호 <강의실> 화(10:30~11:45) / 목(10:30~11:45)
468,서울,물류시스템과 공급사슬관리,경영경제대학국제물류 학과,김두리,310관 612호 <강의실> 화(10:30~11:45) / 목(10:30~11:45)
469,서울,물리적 경호경비,대학원융합보안학과,이주락,"310관 503호 <강의실> 토4,5,6"
470,서울,물리전자,창의ICT공과대학전자전기공학부,송상헌,"310관 613호 <강의실> / 616호 <강의실> 월7,8 / 수8"
471,서울,물리전자,창의ICT공과대학전자전기공학부,박성규,"310관 B502호 <대형강의실> 월7,8,9"
472,서울,물리전자,창의ICT공과대학전자전기공학부,방성완,"310관 616호 <강의실> 월7,8,9"
473,서울,물리화학(1),공과대학화학신소재공학부,여태환,"310관 315호 <강의실> 월1,2 / 수1"
474,서울,물리화학(1),창의ICT공과대학융합공학부,윤성훈,310관 618호 <강의실> 월(15:00~16:15) / 수(15:00~16:15)
475,서울,물리화학(1),공과대학화학신소재공학부,여태환,"310관 315호 <강의실> 월4 / 수3,4"
476,서울,미국의역사와문화,인문대학역사학과,이경래,"310관 705호 <강의실> 목3,4"
477,서울,미디어아트 프로그래밍 제작실습,대학(전체)테크놀로지아트융합전공,박진완,"310관 B310호  목10,11,12"
478,서울,미래사회와미디어,대학(전체),진소연,"310관 B601호 <대형강의실> 수1,2,3"
479,서울,미래융합보안과 서비스(캡스톤디자인),경영경제대학산업보안학과,이주락,310관 611호 <강의실> 월(09:00~10:15) / 수(09:00~10:15)
480,서울,미분적분학(1),창의ICT공과대학전자전기공학부,조미라,"310관 613호 <강의실> 화5 / 금5,6"
481,서울,미분적분학(1),창의ICT공과대학전자전기공학부,윤혜라,"310관 613호 <강의실> 수1 / 금1,2"
482,서울,미분적분학(1),창의ICT공과대학전자전기공학부,요르그볼프,"207관(봅스트홀) 234호 <강의실> / 310관 613호 <강의실> 월7,8 / 수8"
483,서울,미세유해물질관련동향연구,대학원융합공학과,최종훈,"310관 730호 <강의실> 화7,8,9"
484,서울,미시경제학,경영경제대학경제학부(서울),안일태,"310관 310호 (월10:30~11:45, 수10:30~11:45)"
485,서울,미시경제학,경영경제대학경제학부(서울),이한영,310관 928호 <강의실> 화(09:00~10:15) / 목(09:00~10:15)
486,서울,미시경제학,경영경제대학경제학부(서울),이상규,310관 921호 <강의실> 월(13:30~14:45) / 수(13:30~14:45)
487,서울,미시경제학,경영경제대학경제학부(서울),강창희,310관 819호 <강의실> 화(10:30~11:45) / 목(10:30~11:45)
488,서울,미적분학,공과대학건축학부,이상엽,"310관 517호 <강의실> 수1,2,3"
489,서울,미적분학,공과대학화학신소재공학부,강은아,"310관 312호 <강의실> 목7,8,9"
490,서울,미적분학,공과대학사회기반시스템공학부,조미라,"310관 417호 <강의실> 화7,8,9"
491,서울,미적분학,공과대학기계공학부,임지현,"310관 517호 <강의실> 화2 / 목1,2"
492,서울,미적분학,공과대학기계공학부,천상민,"310관 520호 <강의실> 월2 / 수1,2"
493,서울,미적분학,공과대학사회기반시스템공학부,조미라,"310관 414호 <강의실> 금1,2,3"
494,서울,미적분학,공과대학기계공학부,강수란,"310관 514호 <강의실> 월2 / 수1,2"
495,서울,미적분학,소프트웨어대학소프트웨어학부,천상민,"310관 617호 <강의실> 월7,8 / 수7"
496,서울,미적분학,소프트웨어대학소프트웨어학부,이지훈,"310관 622호 <강의실> 화3 / 목3,4"
497,서울,미적분학,소프트웨어대학소프트웨어학부,강수란,"310관 726호 <강의실> 월1 / 금1,2"
498,서울,바이오 데이터 분석,창의ICT공과대학융합공학부,나도균,"310관 602호 <강의실> 금2,3,4,5,6,7,8,9"
499,서울,바이오공학종합설계,창의ICT공과대학융합공학부,최종훈,"310관 729호 <강의실> 월10,11,12,13"
500,서울,바이오시스템공학,창의ICT공과대학융합공학부,이민호,"310관 602호 <강의실> 금2,3,4,5,6,7"
501,서울,바이오컨쥬게이션공학,창의ICT공과대학융합공학부,최종훈,310관 618호 <강의실> 월(13:30~14:45) / 수(13:30~14:45)
502,서울,반도체소자 원리와 응용,창의ICT공과대학전자전기공학부,송상헌,"310관 616호 <강의실> / 619호 <강의실> 수4 / 금3,4"
503,서울,반응공학(1),공과대학화학신소재공학부,김선주,"310관 315호 <강의실> 월6 / 수5,6"
504,서울,반응공학(1),공과대학화학신소재공학부,김선주,"310관 315호 <강의실> 월7,8 / 수7"
505,서울,발전시스템제어,공과대학에너지시스템 공학부,김원희,310관 420호 <강의실> 월(12:00~13:15) / 수(12:00~13:15)
506,서울,범주형자료분석론,경영경제대학응용통계학과,황범석,310관 702호 <강의실> 화(10:30~11:45) / 목(10:30~11:45)
507,서울,법학개론,경영경제대학산업보안학과,최호진,"310관 612호 <강의실> 금4,5,6"
508,서울,법학개론,경영경제대학산업보안학과,최호진,"310관 612호 <강의실> 금7,8,9"
509,서울,벤처창업 경영론,대학(전체)창업학융합전공,최용석,"310관 601호 <강의실> 화4,5,6"
510,서울,벤처캐피탈과 PEF,경영전문대학원CAU-Leader MBA,정준영,310관 902호 <첨단강의실> 월(19:00~20:15) / 월(20:30~21:45)
511,서울,벤처투자론,경영경제대학경영학부(서울),송수영,310관 926호 <강의실> 월(15:00~16:15) / 수(15:00~16:15)
512,서울,벤처투자와PEF,경영경제대학경영학부(서울),송수영,310관 704호 <강의실> 월(13:30~14:45) / 수(13:30~14:45)
513,서울,보건물리,공과대학에너지시스템 공학부,최유조,"310관 419호 <강의실> 금6,7,8"
514,서울,보안 커뮤니케이션,경영경제대학산업보안학과,이주락,310관 819호 <강의실> 월(12:00~13:15) / 수(12:00~13:15)
515,서울,보안관리체계,대학원융합보안학과,박태완,"310관 512호  토7,8,9"
516,서울,보안범죄심리학,대학원융합보안학과,이창무,"310관 512호  월11,12,13"
517,서울,보험시장론,경영경제대학경영학부(서울),허연,310관 803호 <강의실> 월(09:00~10:15) / 수(09:00~10:15)
518,서울,보험시장론,경영경제대학경영학부(서울),허연,310관 803호 <강의실> 월(13:30~14:45) / 수(13:30~14:45)
519,서울,보험시장론,경영경제대학경영학부(서울),허연,310관 803호 <강의실> 월(16:30~17:45) / 수(16:30~17:45)
520,서울,부동산금융론,경영경제대학경영학부(서울),박연우,310관 502호 <강의실> 화(10:30~11:45) / 목(10:30~11:45)
521,서울,분리공정,공과대학화학신소재공학부,우상혁,"310관 316호 <강의실> 화3,4 / 목3"
522,서울,분리공정,공과대학화학신소재공학부,이평수,"310관 312호 <강의실> 화3,4 / 목3"
523,서울,분자생물학,창의ICT공과대학융합공학부,유승민,"310관 729호 <강의실> 금1,2,3,4"
524,서울,분자생물학,창의ICT공과대학융합공학부,유승민,"310관 729호 <강의실> 금5,6,7,8"
525,서울,불어(초급),대학(전체),박언주,"310관 310호 <강의실> 토8,9,10"
526,서울,블록체인 서비스 개발과 응용,대학원융합보안학과,이강신,"310관 503호 <강의실> 토1,2,3"
527,서울,비모수통계학,경영경제대학응용통계학과,이재헌,310관 819호 <강의실> 월(10:30~11:45) / 수(10:30~11:45)
528,서울,비즈니스 소프트웨어,경영경제대학지식경영학부,김대진,"310관 412호 <강의실> 금11,12,13"
529,서울,비즈니스 소프트웨어,경영경제대학지식경영학부,김우성,"310관 605호 <강의실> 수11,12,13"
530,서울,비즈니스 소프트웨어,경영경제대학지식경영학부,김우성,"310관 310호 <강의실> 금11,12,13"
531,서울,비즈니스 소프트웨어,경영경제대학지식경영학부,최승은,"310관 412호 <강의실> 월11,12,13"
532,서울,비즈니스커뮤니케이션(1),경영경제대학국제물류 학과,갈라스,"310관 513호 <강의실> 월1,2,3"
533,서울,비즈니스커뮤니케이션(1),경영경제대학국제물류 학과,갈라스,"310관 503호 <강의실> 금7,8,9"
534,서울,비즈니스프로그래밍,대학원경영학과,최명길,"310관 502호 <강의실> 화7,8,9"
535,서울,사물인터넷과 융합보안,대학원융합보안학과,이재우,"310관 503호 <강의실> 월11,12,13"
536,서울,사물인터넷과데이터,대학(전체),김영민,"310관 B310호  목7,8"
537,서울,사이버 물리시스템 보안,경영경제대학산업보안학과,이재우,310관 602호 <강의실> 화(10:30~11:45) / 목(10:30~11:45)
538,서울,사이버 침해사고 대응,경영경제대학산업보안학과,조정원,"310관 607호 <컴퓨터실습실-1> 월11,12,13"
539,서울,사이버보안기술,대학원융합보안학과,신동천,"310관 512호  화11,12,13"
540,서울,사회과학연구방법론,대학원경영학과,김태하,"310관 503호 <강의실> 목11,12,13"
541,서울,사회기반시설종합설계,공과대학사회기반시스템공학부,박종웅,"310관 417호 <강의실> 금1,2,3,4"
542,서울,사회문제와인공지능프로젝트,대학(전체),전주현,"310관 523호 <강의실> 수7,8"
543,서울,사회윤리,대학(전체),김다솜,"310관 705호 <강의실> 수4,5,6"
544,서울,사회적책임과기업윤리,경영경제대학경영학부(서울),조유현,"310관 920호 <강의실> 금1,2,3"
545,서울,산업보안 라이센스계약 실무,대학원융합보안학과,손승우,"310관 512호  토4,5,6"
